#separator:tab
#html:true
#guid column:1
#notetype column:2
#deck column:3
#tags column:15
A2[|!w(%MQ	JPCARDS	LEP::P001	farce	8f4e1a2b	1	noun		/fɑːs/		A ridiculous situation or event; especially a comedy based on unlikely situations	Terry &amp; June was a suburban farce	The meeting turned into a complete farce	The whole situation became an absolute farce	duplicate
hN@VT>B!8D	JPCARDS	LEP::P-EP536-R	proven track record	uuid-placeholder-2	uid-placeholder-2	noun phrase		 /ˈpruːvən træk ˈrekɔːd/		a history of success in a particular area.	Olly has a proven track record for learning languages.	The company has a proven track record of innovation.	We are looking for a candidate with a proven track record in sales.	duplicate
L)h9_J=[bS	JPCARDS	LEP::P-EP536-R	insights	uuid-placeholder-3	uid-placeholder-3	noun	plural	 /ˈɪnsaɪts/		a clear, deep, and sometimes sudden understanding of a complicated problem or situation.	This episode of the podcast was full of Olly's insights.	The book is full of fascinating insights into human behaviour.	Her research provides some valuable insights into the problem.	duplicate
lXm&,=&2(r	JPCARDS	LEP::P-EP536-R	make the most of	uuid-placeholder-4	uid-placeholder-4	idiom		 /meɪk ðə məʊst əv/		to use or enjoy something as much as possible.	Consider how you can make the most of LEP as a resource for learning English properly.	It's a beautiful day, let's make the most of it.	She made the most of her opportunities at the new company.	duplicate
Ce4AX,bf]Y	JPCARDS	LEP::P-EP536-R	from scratch	uuid-placeholder-6	uid-placeholder-6	idiom		 /frəm skrætʃ/		from the very beginning, without using anything that already exists.	He's going to start learning Italian from scratch through a story-based method.	I baked the cake from scratch.	She built her business from scratch.	duplicate
j~Lceklh;%	JPCARDS	LEP::P-EP536-R	compelling	uuid-placeholder-7	uid-placeholder-7	adjective		 /kəmˈpelɪŋ/		very exciting and interesting and making you want to watch or listen.	You need compelling material.	It's a compelling story.	He made a compelling argument for his case.	duplicate
uI/,YYI6Em	JPCARDS	LEP::P-EP536-R	instant gratification	uuid-placeholder-8	uid-placeholder-8	noun phrase		 /ˈɪnstənt ˌgrætɪfɪˈkeɪʃn/		the desire to experience pleasure or fulfillment without delay or deferment.	But people want instant gratification and instant results.	Social media provides instant gratification with likes and comments.	He has no patience and is always seeking instant gratification.	duplicate
J$-W?>91t^	JPCARDS	LEP::P-EP536-R	subtle	uuid-placeholder-9	uid-placeholder-9	adjective		 /ˈsʌtl/		not obvious or easy to notice.	Progress takes place over a longer period, in subtle ways that you don't notice.	There are subtle differences between the two versions.	She has a subtle sense of humour.	duplicate
c}|f~)~l<?	JPCARDS	LEP::P-EP536-R	consequence	uuid-placeholder-12	uid-placeholder-12	noun		 /ˈkɒnsɪkwəns/		a result of a particular action or situation, often one that is bad or not convenient.	Speaking is a consequence of input.	The accident was a tragic consequence of his carelessness.	He must face the consequences of his actions.	duplicate
E{^kaXrlhX	JPCARDS	LEP::P-EP536-R	replicate	uuid-placeholder-15	uid-placeholder-15	verb		 /ˈreplɪkeɪt/		to make or do something again in exactly the same way.	Stories replicate your own experience.	Researchers tried to replicate the results of the experiment.	It would be difficult to replicate the success of that project.	duplicate
tc=txjsMi/	JPCARDS	LEP::P-EP536-R	go all in	uuid-placeholder-18	uid-placeholder-18	idiom		 /gəʊ ɔːl ɪn/		to be fully committed to something; to risk everything.	You have to be brave to go all in.	If you want to succeed, you have to go all in.	He went all in on his new business venture.	duplicate
"k#G(hf&0L,"	JPCARDS	LEP::P-EP536-R	breakthrough	uuid-placeholder-19	uid-placeholder-19	noun		 /ˈbreɪkθruː/		a sudden, dramatic, and important discovery or development.	It'll be a breakthrough moment.	Scientists have made a major breakthrough in the treatment of cancer.	The new evidence was a breakthrough in the case.	duplicate
r1%7,+h^C4	JPCARDS	LEP::P-EP536-R	be-all and end-all	uuid-placeholder-23	uid-placeholder-23	idiom		 /ˈbiː ɔːl ənd ˈend ɔːl/		the most important part of something; the whole of something.	But it shouldn't be the be-all and end-all of your work.	For him, money is the be-all and end-all of life.	Winning isn't the be-all and end-all; it's the taking part that counts.	duplicate
n&<?N]0kb%	JPCARDS	LEP::P-IMPROVE-SPEAKING-SKILLS	composing	uuid-placeholder-1	uid-placeholder-1	verb		 /kəmˈpəʊzɪŋ/		writing something, especially a letter, speech, or piece of music.	...composing an answer that only one person would read.	He spent his free time composing music.	She is composing a letter of complaint to the company.	duplicate
o](%eRp/O$	JPCARDS	LEP::P-IMPROVE-SPEAKING-SKILLS	devoted to	uuid-placeholder-3	uid-placeholder-3	adjective		 /dɪˈvəʊtɪd tuː/		giving all or a large part of one's time or resources to a particular person, activity, or cause.	I've never done a single episode just devoted to the topic.	She is devoted to her children.	He devoted his life to helping the poor.	duplicate
uG.}[1gY=-	JPCARDS	LEP::P-IMPROVE-SPEAKING-SKILLS	inspiration	uuid-placeholder-4	uid-placeholder-4	noun		 /ˌɪnspəˈreɪʃn/		the process of being mentally stimulated to do or feel something, especially something creative.	Hopefully I can give you some inspiration.	His trip to India was the inspiration for his new novel.	She is a true inspiration to us all.	duplicate
M?bJqRC;pL	JPCARDS	LEP::P-IMPROVE-SPEAKING-SKILLS	get by	uuid-placeholder-5	uid-placeholder-5	phrasal verb		 /get baɪ/		to manage with just enough money or resources to survive.	...you need English in order to get by on a daily basis.	We don't have much money, but we get by.	I can get by in French, but I'm not fluent.	duplicate
OMhCAuI|Bt	JPCARDS	LEP::P-IMPROVE-SPEAKING-SKILLS	proficient	uuid-placeholder-7	uid-placeholder-7	adjective		 /prəˈfɪʃnt/		skilled and experienced.	You can be totally proficient, and even better at speaking than many natives.	She is proficient in several languages.	He is a proficient computer programmer.	duplicate
mJ`E^?/>s{	JPCARDS	LEP::P-IMPROVE-SPEAKING-SKILLS	articulate	uuid-placeholder-8	uid-placeholder-8	adjective		 /ɑːˈtɪkjələt/		able to express thoughts and feelings easily and clearly.	...meaning more articulate, more persuasive...	She is a highly articulate and intelligent speaker.	He was unable to give an articulate account of what had happened.	duplicate
j.dxl=>][c	JPCARDS	LEP::P-IMPROVE-SPEAKING-SKILLS	persuasive	uuid-placeholder-9	uid-placeholder-9	adjective		 /pəˈsweɪsɪv/		good at persuading someone to do or believe something.	...meaning more articulate, more persuasive...	He can be very persuasive.	It was a persuasive argument.	duplicate
Q[xaOZ7[Z9	JPCARDS	LEP::P-IMPROVE-SPEAKING-SKILLS	retain	uuid-placeholder-10	uid-placeholder-10	verb		 /rɪˈteɪn/		to keep or continue to have something.	You will probably always retain certain traces of your accent.	She has lost her battle to retain control of the company.	The house retains much of its original charm.	duplicate
"MQ2F#)]*n:"	JPCARDS	LEP::P-IMPROVE-SPEAKING-SKILLS	traces	uuid-placeholder-11	uid-placeholder-11	noun	plural	 /ˈtreɪsɪz/		small signs or amounts of something.	You will probably always retain certain traces of your accent.	Police found traces of blood in the car.	There was no trace of fear in his voice.	duplicate
Q|h^6X^x6$	JPCARDS	LEP::P-IMPROVE-SPEAKING-SKILLS	realistically	uuid-placeholder-13	uid-placeholder-13	adverb		 /ˌrɪəˈlɪstɪkli/		in a way that is based on facts and what is possible.	Realistically this ability seems to go away after about your 18th birthday.	Realistically, we can't afford to buy a new car.	We need to think realistically about our chances of success.	duplicate
J4*aIm4d^F	JPCARDS	LEP::P-IMPROVE-SPEAKING-SKILLS	significant	uuid-placeholder-15	uid-placeholder-15	adjective		 /sɪgˈnɪfɪkənt/		important or noticeable.	...when English is a significant part of your life.	There has been a significant increase in the number of students.	It is significant that he did not mention the subject.	duplicate
FBc?]?12iO	JPCARDS	LEP::P-IMPROVE-SPEAKING-SKILLS	off the top of your head	uuid-placeholder-17	uid-placeholder-17	idiom		 /ɒf ðə tɒp əv jɔː hed/		from the knowledge you have in your memory, without checking.	...being able to talk off the top of your head.	I can't tell you the answer off the top of my head.	What's the capital of Mongolia? I don't know off the top of my head.	duplicate
NbYB=SG!=*	JPCARDS	LEP::P-IMPROVE-SPEAKING-SKILLS	hesitation	uuid-placeholder-18	uid-placeholder-18	noun		 /ˌhezɪˈteɪʃn/		the act of pausing before doing or saying something.	...without too much hesitation.	After a moment's hesitation, she agreed to his proposal.	He answered without hesitation.	duplicate
oO7%k;J,H;	JPCARDS	LEP::P-IMPROVE-SPEAKING-SKILLS	appropriately	uuid-placeholder-21	uid-placeholder-21	adverb		 /əˈprəʊpriətli/		in a way that is suitable or right for a particular situation.	...to respond properly and appropriately.	She was dressed appropriately for the occasion.	He didn't think she had behaved appropriately.	duplicate
ns1:=NeEty	JPCARDS	LEP::P-IMPROVE-SPEAKING-SKILLS	incorporate	uuid-placeholder-22	uid-placeholder-22	verb		 /ɪnˈkɔːpəreɪt/		to include something as part of something larger.	...making quite big changes to your everyday life in order to incorporate new habits.	We have incorporated all the latest safety features into the design.	The new car design incorporates a number of improvements.	duplicate
iRJP@dxnO[	JPCARDS	LEP::P-IMPROVE-SPEAKING-SKILLS	coherent	uuid-placeholder-26	uid-placeholder-26	adjective		 /kəʊˈhɪərənt/		logical and well-organized; easy to understand.	...the most important thing is that you're having a coherent and fluent conversation.	She gave a coherent account of the incident.	He was too drunk to be coherent.	duplicate
g2HHJmC10s	JPCARDS	LEP::P-IMPROVE-SPEAKING-SKILLS	immerse yourself in	uuid-placeholder-27	uid-placeholder-27	phrasal verb		 /ɪˈmɜːs jɔːˈself ɪn/		to become completely involved in an activity.	Immerse yourself in the English language.	She immersed herself in her work to forget her problems.	He immersed himself in the culture of the country.	duplicate
N6F<IM7AFx	JPCARDS	LEP::P-IMPROVE-SPEAKING-SKILLS	dedication	uuid-placeholder-30	uid-placeholder-30	noun		 /ˌdedɪˈkeɪʃn/		the hard work and effort that someone puts into an activity or purpose because they think it is important.	With some organisation, dedication, positivity and time you can make it!	He has shown great dedication to his work.	It takes a lot of dedication to become a doctor.	duplicate
q;,Z-28[q>	JPCARDS	LEP::P011	get stuck into	uuid-placeholder-1	uid-placeholder-1	phrasal verb		 /get stʌk ˈɪntuː/		to start doing something with energy and determination.	Here's a new premium episode for you to get stuck into.	It's time to get stuck into the gardening.	She got stuck into her homework as soon as she got home.	duplicate
l1&NljVZpM	JPCARDS	LEP::P011	baking	uuid-placeholder-4	uid-placeholder-4	adjective	extreme adjective	 /ˈbeɪkɪŋ/		very hot.	It is baking! I am baking Dave!	It's baking hot outside.	I'm absolutely baking in this room.	duplicate
H<{U3{QE:o	JPCARDS	LEP::P011	roasting	uuid-placeholder-5	uid-placeholder-5	adjective	extreme adjective	 /ˈrəʊstɪŋ/		very hot.	It's roasting in here.	I was absolutely roasting in bed last night.	Can you open a window? It's roasting.	duplicate
fPq^l9|:c~	JPCARDS	LEP::P011	boiling	uuid-placeholder-6	uid-placeholder-6	adjective	extreme adjective	 /ˈbɔɪlɪŋ/		very hot.	It's boiling in here! I am absolutely boiling in this jacket!	It was a boiling hot day.	I'm boiling, can we turn on the air conditioning?	duplicate
IJ.JBPi7nv	JPCARDS	LEP::P011	sweltering	uuid-placeholder-7	uid-placeholder-7	adjective	extreme adjective	 /ˈsweltərɪŋ/		uncomfortably hot.	I am absolutely sweltering mate!	It was a sweltering summer afternoon.	How do you deal with sweltering hot conditions?	duplicate
d3W3!|EiIr	JPCARDS	LEP::P011	freezing	uuid-placeholder-8	uid-placeholder-8	adjective	extreme adjective	 /ˈfriːzɪŋ/		very cold.	I'm freezing cold.	It's freezing outside.	I'm absolutely freezing, can you close the window?	duplicate
k6pb)1Xa}s	JPCARDS	LEP::P011	sweating	uuid-placeholder-11	uid-placeholder-11	verb		 /ˈswetɪŋ/		producing liquid from your skin because you are hot; perspiring.	I'm sweating like a right slag!	I'm sweating like a pig.	The sweat was pouring off me.	duplicate
"J,#u(3fvr$"	JPCARDS	LEP::P011	parlance	uuid-placeholder-13	uid-placeholder-13	noun	formal	 /ˈpɑːləns/		a particular way of speaking or using words, especially a way common to those with a particular job or interest.	In common parlance this expression is used.	In military parlance, this is known as a 'friendly fire' incident.	The term has entered common parlance.	duplicate
F1@y2=6xT:	JPCARDS	LEP::P011	slag	uuid-placeholder-14	uid-placeholder-14	noun	offensive slang	 /slæg/		a very offensive word for a woman who has a lot of sexual partners. Can be used as a general insult by some speakers.	I'm sweating like a right slag!	If you call a woman a slag it means she is promiscuous.	Cockneys use 'slag' as an insult for anyone.	duplicate
nWP(c=maqF	JPCARDS	LEP::P011	scrounge	uuid-placeholder-17	uid-placeholder-17	verb	informal	 /skraʊndʒ/		"to get things, especially money or food, by asking people for them instead of buying or earning them.<br><br><img src=""17545594493912000622026096287673.jpg""><br><br><img src=""17545594826485164208390512845076.jpg"">"	...you scroungy little slag?	Dave is so annoying. He's always scrounging money off everyone.	Can I scrounge a cigarette off you mate?	duplicate
II^HMVp7%w	JPCARDS	LEP::P011	diarrhoea	uuid-placeholder-23	uid-placeholder-23	noun		 /ˌdaɪəˈrɪə/		an illness in which the body's solid waste is more liquid than usual and comes out of the body more often.	I've got diarrhoea. I keep having to go to the toilet.	That curry went right through me and gave me diarrhoea.	Food poisoning can cause vomiting and diarrhoea.	duplicate
i!pwg8v)Qm	JPCARDS	LEP::P011	pull a sickie	uuid-placeholder-24	uid-placeholder-24	idiom	British informal	 /pʊl ə ˈsɪki/		to take a day off work when you are not really ill.	...make up an excuse for your boss in order to pull a sickie at work.	He pulled a sickie to go to the football match.	I'm tempted to pull a sickie tomorrow.	duplicate
qZ(Ey-_:ZF	JPCARDS	LEP::P011	condone	uuid-placeholder-25	uid-placeholder-25	verb		 /kənˈdəʊn/		to accept or allow behaviour that is wrong.	I don't condone that by the way.	The school does not condone bullying.	I cannot condone that kind of behaviour.	duplicate
fK<)Cf|2I/	JPCARDS	LEP::P011	faeces	uuid-placeholder-26	uid-placeholder-26	noun	formal	 /ˈfiːsiːz/		the solid waste substance that people and animals get rid of from their bodies by passing it through the anus.	...when your faeces come out liquid because you're ill.	The doctor asked for a stool sample to check for faeces.	My faeces is runny/liquid.	duplicate
M4c}W6n)X5	JPCARDS	LEP::P011	gastroenteritis	uuid-placeholder-30	uid-placeholder-30	noun		 /ˌgæstrəʊˌentəˈraɪtɪs/		inflammation of the stomach and intestines, typically resulting from bacterial toxins or viral infection and causing vomiting and diarrhoea.	I've got gastro (an abbreviation of gastroenteritis).	Gastroenteritis is a common illness, especially in children.	He was off work with a bout of gastroenteritis.	duplicate
mWB&uWbt)Q	JPCARDS	LEP::P011	sarcasm	uuid-placeholder-31	uid-placeholder-31	noun		 /ˈsɑːkæzəm/		the use of irony to mock or convey contempt.	...it's absolutely lovely - that's sarcasm folks.	'You've been a great help,' she said with heavy sarcasm.	He has a very dry sense of humour and a talent for sarcasm.	duplicate
i1/B|+,.O;	JPCARDS	LEP::P011	crude	uuid-placeholder-32	uid-placeholder-32	adjective		 /kruːd/		offensively rude or coarse, especially in relation to sexual matters.	It's coming out of both ends - ooh this is a crude way to say it.	He told a crude joke.	I was shocked by his crude language.	duplicate
MF?zZ)TOeD	JPCARDS	LEP::P011	runny	uuid-placeholder-33	uid-placeholder-33	adjective		 /ˈrʌni/		more liquid than usual.	My poos are runny.	I've got a runny nose.	The cheese sauce was a bit runny.	duplicate
"xOf&#GbdSR"	JPCARDS	LEP::P011	euphemism	uuid-placeholder-35	uid-placeholder-35	noun		 /ˈjuːfəmɪzəm/		a mild or indirect word or expression substituted for one considered to be too harsh or blunt when referring to something unpleasant or embarrassing.	To do a number 2 is a euphemism for doing a poo.	'Passed away' is a euphemism for 'died'.	He used a euphemism to avoid saying the rude word.	duplicate
OTDUBA?;?m	JPCARDS	LEP::P011	shitter	uuid-placeholder-37	uid-placeholder-37	noun	slang, rude	 /ˈʃɪtə/		a toilet.	I've got to be on the shitter while I'm eating this.	The shitter is a slang word for the toilet.	Where's the shitter? I need to go.	duplicate
w1*>YS%KDR	JPCARDS	LEP::P011	vomit	uuid-placeholder-39	uid-placeholder-39	verb	formal	 /ˈvɒmɪt/		to bring food up from the stomach through the mouth.	All of the following words mean to vomit.	He started to vomit uncontrollably.	The sick child had been vomiting all night.	duplicate
b-t`20D&:O	JPCARDS	LEP::P011	be sick	uuid-placeholder-40	uid-placeholder-40	verb phrase		 /biː sɪk/		to vomit.	I feel like I'm going to be sick.	I think I'm going to be sick.	She was sick three times in the night.	duplicate
f&>K~U8[o4	JPCARDS	LEP::P011	puke	uuid-placeholder-42	uid-placeholder-42	verb	informal	 /pjuːk/		to vomit.	I feel like I'm going to puke.	He puked up his dinner.	The smell was so bad it made me want to puke.	duplicate
Q032kz41[7	JPCARDS	LEP::P011	nausea	uuid-placeholder-43	uid-placeholder-43	noun		 /ˈnɔːziə/		the feeling that you are going to vomit.	I've got nausea.	Symptoms of the illness include fever, headache, and nausea.	She was overcome with nausea.	duplicate
Ce8m2=g!SC	JPCARDS	LEP::P011	nauseous	uuid-placeholder-44	uid-placeholder-44	adjective		 /ˈnɔːziəs/		feeling as if you are going to vomit.	I'm feeling nauseous.	The smell of the paint made her feel nauseous.	I felt a bit nauseous after the boat trip.	duplicate
Ea~@erK:N+	JPCARDS	LEP::P011	dehydrated	uuid-placeholder-45	uid-placeholder-45	adjective		 /ˌdiːhaɪˈdreɪtɪd/		having lost too much water from your body.	OK, you're probably dehydrated.	It's important to drink plenty of water to avoid getting dehydrated.	The doctor said he was severely dehydrated.	duplicate
rIkL-g_xA7	JPCARDS	LEP::P011	cockney	uuid-placeholder-48	uid-placeholder-48	noun/adjective		 /ˈkɒkni/		a person from the East End of London; the dialect or accent of this person.	I've become a cockney.	He has a strong cockney accent.	She's a true cockney, born and bred in the East End.	duplicate
ud_UY1|,(]	JPCARDS	LEP::P011	laxative	uuid-placeholder-50	uid-placeholder-50	noun		 /ˈlæksətɪv/		a substance that helps you to have a bowel movement.	Indian food is the only food that's referred to as a laxative.	If you've got constipation, you might take a laxative.	Some fruits have a natural laxative effect.	duplicate
PU:WJ=K:PX	JPCARDS	LEP::P011	constipation	uuid-placeholder-51	uid-placeholder-51	noun		 /ˌkɒnstɪˈpeɪʃn/		the condition of being unable to get rid of solid waste from the body easily.	Constipation is the opposite of diarrhea.	A diet high in fiber can help to prevent constipation.	He's been suffering from constipation for a few days.	duplicate
sx`^<QhA8D	JPCARDS	LEP::P011	anus	uuid-placeholder-53	uid-placeholder-53	noun		 /ˈeɪnəs/		the opening at the end of the alimentary canal through which solid waste matter leaves the body.	...between your stomach and your anus (bum hole).	The doctor performed an examination of the patient's anus.	He had a pain in his anus.	duplicate
gH_q%bUVgS	JPCARDS	LEP::P011	momentarily	uuid-placeholder-55	uid-placeholder-55	adverb		 /ˌməʊmənˈterəli/		for a very short time.	Would you point me in the direction of the nearest water closet, please? I may be excused momentarily.	He was momentarily stunned by the news.	The train will be stopping momentarily at the next station.	duplicate
Q1v8rhZ4c(	JPCARDS	LEP::P011	indigestion	uuid-placeholder-57	uid-placeholder-57	noun		 /ˌɪndɪˈdʒestʃən/		pain that you get in your stomach when you have difficulty digesting food.	I've got indigestion.	I get indigestion if I eat too quickly.	He was suffering from a bout of indigestion.	duplicate
hCEtrW@!:0	JPCARDS	LEP::P011	heartburn	uuid-placeholder-58	uid-placeholder-58	noun		 /ˈhɑːtbɜːn/		a burning feeling in your chest caused by indigestion.	I've got heartburn.	Spicy food gives me heartburn.	He took some medicine for his heartburn.	duplicate
cr(I*:?zd.	JPCARDS	LEP::P011	bloated	uuid-placeholder-59	uid-placeholder-59	adjective		 /ˈbləʊtɪd/		swollen with fluid or gas.	I'm feeling bloated.	I feel bloated after that big meal.	Her stomach was bloated.	duplicate
bs3Dvj^97B	JPCARDS	LEP::P011	reckon	uuid-placeholder-60	uid-placeholder-60	verb	informal	 /ˈrekən/		to think or believe.	I reckon we can all break down racial barriers.	I reckon it's going to rain.	What do you reckon?	duplicate
xX0Wg-MrM^	JPCARDS	LEP::P011	self-conscious	uuid-placeholder-63	uid-placeholder-63	adjective		 /ˌself ˈkɒnʃəs/		nervous or uncomfortable because you are worried about what people think about you or your actions.	We feel ridiculous or self-conscious.	He's very self-conscious about his height.	She was a shy, self-conscious teenager.	duplicate
xO66&YZ!aX	JPCARDS	LEP::P011	cathartic	uuid-placeholder-68	uid-placeholder-68	adjective		 /kəˈθɑːtɪk/		providing psychological relief through the open expression of strong emotions.	That's quite satisfying and cathartic.	Crying can be a cathartic experience.	It was a cathartic to talk about his feelings.	duplicate
kLvE|R*v:o	JPCARDS	LEP::P011	broke	uuid-placeholder-71	uid-placeholder-71	adjective	informal	 /brəʊk/		having no money.	Other similar words might be broke or hard up.	I'm a bit broke at the moment.	I'm always broke by the end of the month.	duplicate
uF5NPrS;b`	JPCARDS	LEP::P011	stingy	uuid-placeholder-73	uid-placeholder-73	adjective	informal	 /ˈstɪnʤi/		not generous, especially with money.	Neil is so stingy. He never buys anyone else a pint.	He's too stingy to pay for a taxi.	Don't be so stingy!	duplicate
"nVqW2K{#jD"	JPCARDS	LEP::P011	soggy	uuid-placeholder-75	uid-placeholder-75	adjective		 /ˈsɒgi/		wet and soft, usually in a way that is unpleasant.	I've got soggy chips!	The ground was all soggy from the rain.	My socks are soggy.	duplicate
p>ZB4@~bHc	JPCARDS	LEP::P011	damp	uuid-placeholder-76	uid-placeholder-76	adjective		 /dæmp/		slightly wet, especially in a way that is not pleasant or comfortable.	These towels still aren't dry. They're still a bit damp.	The clothes are still damp.	It was a damp, cold day.	duplicate
ig1.bjLZ_G	JPCARDS	LEP::P011	moist	uuid-placeholder-77	uid-placeholder-77	adjective		 /mɔɪst/		slightly wet, especially in a good way.	This cake is lovely. How did you make it so moist?	The soil should be moist before you plant something.	Keep the soil in the pot moist, but not wet.	duplicate
Nr2yIJ~P>Z	JPCARDS	LEP::P011	soaking	uuid-placeholder-78	uid-placeholder-78	adjective		 /ˈsəʊkɪŋ/		extremely wet.	I got caught in the rain and when I arrived I was absolutely soaking.	My clothes are soaking wet.	We got soaking in the storm.	duplicate
GY%@%CFjvi	JPCARDS	LEP::P011	saturated	uuid-placeholder-81	uid-placeholder-81	adjective		 /ˈsætʃəreɪtɪd/		completely wet.	I was so hot that my t-shirt was saturated with sweat.	The ground was saturated after the heavy rain.	The towel was saturated with water.	duplicate
"NI-rU@%5#i"	JPCARDS	LEP::P011	slushy	uuid-placeholder-82	uid-placeholder-82	adjective		 /ˈslʌʃi/		(of snow or ice) partly melted.	The ground is all slushy.	The streets were covered in brown, slushy snow.	It's disgusting out there. The snow is melting and the ground is all slushy.	duplicate
rrA|V/`0[8	JPCARDS	LEP::P011	dodgy	uuid-placeholder-87	uid-placeholder-87	adjective	informal	 /ˈdɒʤi/		likely to be dishonest or unreliable; not working properly.	I think I ate something dodgy.	He was involved in a dodgy business deal.	The brakes on my car feel a bit dodgy.	duplicate
Ed3?K2TSdI	JPCARDS	LEP::P011	brittle	uuid-placeholder-88	uid-placeholder-88	adjective		 /ˈbrɪtl/		hard but liable to break easily.	Pig iron is a basic, crude form of iron which is not very strong. It's brittle.	As you get older your bones become more brittle.	The plastic had become brittle with age.	duplicate
L6qteAEKCN	JPCARDS	LEP::EP0945	jerk	uuid-placeholder-33	uid-placeholder-33	verb/noun		 /dʒɜːk/		1. (verb) to make a sudden, sharp movement. 2. (slang noun) a stupid or unpleasant person. 3. (slang verb) to masturbate.	THINK BEFORE YOU JERK.	The car jerked to a halt.	Don't be such a jerk!	duplicate
